product_id,date,stock_received,damaged_stock
378287,Mar-23,2,0
118820,Mar-23,3,0
667163,Mar-23,2,0
228286,Mar-23,1,0
365132,Mar-23,3,0
689769,Mar-23,2,0
305754,Mar-23,3,0
623234,Mar-23,3,0
272170,Mar-23,3,0
487931,Mar-23,2,0
901144,Mar-23,2,0
945635,Mar-23,3,0
490602,Mar-23,3,0
131136,Mar-23,2,0
993331,Mar-23,1,0
807452,Mar-23,2,0
36412,Mar-23,2,0
94225,Mar-23,2,0
435929,Mar-23,2,0
552496,Mar-23,2,0
144124,Mar-23,3,0
697683,Mar-23,3,0
894539,Mar-23,3,0
365133,Mar-23,2,0
767398,Mar-23,3,0
473647,Mar-23,1,0
647462,Mar-23,3,0
803607,Mar-23,3,0
859361,Mar-23,3,0
600767,Mar-23,2,0
784827,Mar-23,3,0
6405,Mar-23,3,0
820973,Mar-23,3,0
367391,Mar-23,3,0
930284,Mar-23,3,0
82484,Mar-23,3,0
707935,Mar-23,3,0
52729,Mar-23,3,0
661577,Mar-23,3,0
256783,Mar-23,3,0
537274,Mar-23,1,0
757274,Mar-23,3,0
613942,Mar-23,1,0
723678,Mar-23,1,0
677169,Mar-23,3,0
706112,Mar-23,3,0
557908,Mar-23,2,0
837480,Mar-23,2,0
566052,Mar-23,2,0
137909,Mar-23,2,0
264803,Mar-23,3,0
851978,Mar-23,3,0
123983,Mar-23,3,0
679284,Mar-23,3,0
240179,Mar-23,3,0
673058,Mar-23,3,0
516376,Mar-23,1,0
478531,Mar-23,3,0
812607,Mar-23,2,0
871592,Mar-23,2,0
70969,Mar-23,3,0
397973,Mar-23,3,0
462526,Mar-23,2,0
217710,Mar-23,2,0
89084,Mar-23,3,0
888807,Mar-23,2,0
891833,Mar-23,1,0
500739,Mar-23,2,0
798639,Mar-23,3,0
329351,Mar-23,3,0
883013,Mar-23,3,0
592784,Mar-23,2,0
734789,Mar-23,2,0
949818,Mar-23,1,0
690565,Mar-23,1,0
378230,Mar-23,2,0
658389,Mar-23,3,0
481843,Mar-23,3,0
118820,Mar-23,2,0
712003,Mar-23,3,0
969851,Mar-23,2,0
954722,Mar-23,3,0
925482,Mar-23,3,0
306177,Mar-23,1,0
272170,Mar-23,3,0
53833,Mar-23,3,0
903336,Mar-23,1,0
131136,Mar-23,3,0
807452,Mar-23,2,0
461804,Mar-23,2,0
704868,Mar-23,2,0
18035,Mar-23,2,0
336847,Mar-23,3,0
144124,Mar-23,2,0
677542,Mar-23,3,0
604184,Mar-23,3,0
697683,Mar-23,1,0
739534,Mar-23,2,0
365133,Mar-23,3,0
133542,Mar-23,1,0
9436,Mar-23,3,0
112390,Mar-23,3,0
647462,Mar-23,3,0
34200,Mar-23,3,0
684939,Mar-23,2,0
219598,Mar-23,2,0
140154,Mar-23,3,0
449106,Mar-23,3,0
615545,Mar-23,3,0
6405,Mar-23,3,0
853932,Mar-23,3,0
51036,Mar-23,2,0
953175,Mar-23,3,0
707935,Mar-23,3,0
564692,Mar-23,3,0
537274,Mar-23,3,0
525531,Mar-23,2,0
913428,Mar-23,3,0
757274,Mar-23,1,0
677169,Mar-23,1,0
56589,Mar-23,2,0
33797,Mar-23,2,0
123983,Mar-23,2,0
237083,Mar-23,1,0
444361,Mar-23,2,0
679284,Mar-23,2,0
240179,Mar-23,1,0
114414,Mar-23,1,0
153019,Mar-23,1,0
11422,Mar-23,4,0
848226,Mar-23,4,0
222892,Mar-23,4,0
516376,Mar-23,4,0
39154,Mar-23,1,0
812607,Mar-23,1,0
14145,Mar-23,1,0
70969,Mar-23,4,0
89084,Mar-23,1,0
136533,Mar-23,1,0
257719,Mar-23,1,0
500633,Mar-23,4,0
337168,Mar-23,4,0
578097,Mar-23,1,0
487065,Mar-23,1,0
291238,Mar-23,4,0
654623,Mar-23,1,0
313754,Mar-23,4,0
658389,Mar-23,4,0
378287,Mar-23,4,0
712003,Mar-23,4,0
513199,Mar-23,1,0
962054,Mar-23,1,0
378676,Mar-23,1,0
365132,Mar-23,1,0
491314,Mar-23,4,0
954722,Mar-23,4,0
652118,Mar-23,1,0
876139,Mar-23,1,0
120532,Mar-23,1,0
760684,Mar-23,1,0
490602,Mar-23,1,0
644847,Mar-23,4,0
327290,Mar-23,1,0
993331,Mar-23,1,0
455755,Mar-23,1,0
677542,Mar-23,1,0
448752,Mar-23,1,0
863930,Mar-23,1,0
9436,Mar-23,1,0
803607,Mar-23,4,0
684939,Mar-23,1,0
140154,Mar-23,1,0
120385,Mar-23,1,0
661577,Mar-23,4,0
243235,Mar-23,1,0
186168,Mar-23,4,0
537274,Mar-23,4,0
760828,Mar-23,1,0
723678,Mar-23,1,0
451812,Mar-23,1,0
274207,Mar-23,4,0
706112,Mar-23,1,0
851978,Mar-23,4,0
992178,Mar-23,1,0
679284,Mar-23,1,0
11422,Mar-23,4,0
818990,Mar-23,1,0
284460,Mar-23,1,0
77308,Mar-23,1,0
555121,Mar-23,1,0
818522,Mar-23,4,0
146840,Mar-23,1,0
891833,Mar-23,1,0
839170,Mar-23,1,0
734789,Mar-23,1,0
291238,Mar-23,1,0
602241,Mar-23,4,0
681063,Mar-23,1,0
689769,Mar-23,1,0
305754,Mar-23,4,0
33955,Mar-23,1,0
606256,Mar-23,1,0
611575,Mar-23,4,0
53833,Mar-23,1,0
876139,Mar-23,1,0
903336,Mar-23,4,0
120532,Mar-23,1,0
945635,Mar-23,1,0
937542,Mar-23,1,0
451933,Mar-23,4,0
94225,Mar-23,1,0
435929,Mar-23,4,0
820541,Mar-23,4,0
747801,Mar-23,1,0
697683,Mar-23,1,0
365133,Mar-23,1,0
753354,Mar-23,1,0
140489,Mar-23,1,0
256051,Mar-23,2,0
784827,Mar-23,2,0
970529,Mar-23,2,0
440875,Mar-23,1,0
942001,Mar-23,1,0
256783,Mar-23,1,0
186168,Mar-23,1,0
525531,Mar-23,1,0
771228,Mar-23,1,0
760828,Mar-23,2,0
56589,Mar-23,1,0
222892,Mar-23,1,0
516376,Mar-23,1,0
349294,Mar-23,1,0
847349,Mar-23,1,0
67197,Mar-23,1,0
880510,Mar-23,1,0
741341,Mar-23,2,0
798639,Mar-23,2,0
578097,Mar-23,1,0
654623,Mar-23,1,0
990993,Mar-23,2,0
952168,Mar-23,2,0
542300,Mar-23,1,0
491521,Mar-23,1,0
567671,Mar-23,1,0
60619,Mar-23,1,0
962591,Mar-23,1,0
194682,Mar-23,1,0
300159,Mar-23,1,0
561860,Mar-23,2,0
890232,Mar-23,2,0
689769,Mar-23,2,0
623234,Mar-23,2,0
131937,Mar-23,2,0
272170,Mar-23,2,0
937542,Mar-23,1,0
287070,Mar-23,1,0
461804,Mar-23,1,0
36412,Mar-23,1,0
336847,Mar-23,1,0
589812,Mar-23,1,0
968887,Mar-23,1,0
739448,Mar-23,1,0
700048,Mar-23,1,0
672059,Mar-23,1,0
684939,Mar-23,2,0
140154,Mar-23,2,0
615545,Mar-23,1,0
367391,Mar-23,1,0
433521,Mar-23,1,0
432617,Mar-23,1,0
57405,Mar-23,1,0
52729,Mar-23,1,0
131748,Mar-23,1,0
913428,Mar-23,1,0
642612,Mar-23,1,0
784673,Mar-23,1,0
587645,Mar-23,1,0
837480,Mar-23,1,0
137909,Mar-23,1,0
992178,Mar-23,1,0
56589,Mar-23,1,0
154179,Mar-23,1,0
478531,Mar-23,1,0
14145,Mar-23,2,0
871592,Mar-23,1,0
818522,Mar-23,2,0
15314,Mar-23,2,0
880510,Mar-23,2,0
329351,Mar-23,2,0
337168,Mar-23,1,0
839170,Mar-23,1,0
961614,Mar-23,1,0
654623,Mar-23,2,0
658389,Mar-23,1,0
990993,Mar-23,1,0
991434,Mar-23,1,0
687218,Mar-23,1,0
194682,Mar-23,2,0
679321,Mar-23,2,0
561860,Mar-23,1,0
712307,Mar-23,2,0
890232,Mar-23,1,0
398340,Mar-23,1,0
652118,Mar-23,1,0
53833,Mar-23,1,0
903336,Mar-23,1,0
120532,Mar-23,1,0
945635,Mar-23,1,0
131136,Mar-23,1,0
993331,Mar-23,2,0
451933,Mar-23,1,0
704868,Mar-23,1,0
336847,Mar-23,1,0
144124,Mar-23,1,0
747801,Mar-23,2,0
589812,Mar-23,1,0
604184,Mar-23,1,0
709916,Mar-23,1,0
700048,Mar-23,2,0
767398,Mar-23,2,0
490939,Mar-23,1,0
124290,Mar-23,2,0
492958,Mar-23,2,0
853932,Mar-23,1,0
433521,Mar-23,1,0
120385,Mar-23,2,0
373536,Mar-23,1,0
131748,Mar-23,1,0
537274,Mar-23,1,0
642612,Mar-23,2,0
784673,Mar-23,1,0
451812,Mar-23,2,0
137909,Mar-23,1,0
264803,Mar-23,2,0
123983,Mar-23,1,0
154179,Mar-23,1,0
298985,Mar-23,1,0
890623,Mar-23,1,0
196719,Mar-23,1,0
284460,Mar-23,1,0
473929,Mar-23,2,0
952124,Mar-23,2,0
382511,Mar-23,2,0
891833,Mar-23,1,0
798639,Mar-23,1,0
883013,Mar-23,1,0
183929,Mar-23,1,0
734789,Mar-23,1,0
690565,Mar-23,2,0
291238,Mar-23,1,0
563740,Mar-23,1,0
990993,Mar-23,1,0
542300,Mar-23,2,0
679321,Mar-23,1,0
667163,Mar-23,2,0
712003,Mar-23,2,0
890232,Mar-23,2,0
398340,Mar-23,1,0
491314,Mar-23,1,0
470449,Mar-23,2,0
131937,Mar-23,1,0
187399,Mar-23,1,0
692985,Mar-23,1,0
760684,Mar-23,2,0
354409,Mar-23,2,0
490602,Mar-23,1,0
327290,Mar-23,1,0
451933,Mar-23,1,0
704868,Mar-23,1,0
552496,Mar-23,1,0
677542,Mar-23,1,0
604184,Mar-23,1,0
473647,Mar-23,1,0
385113,Mar-23,2,0
672059,Mar-23,2,0
799688,Mar-23,1,0
492958,Mar-23,2,0
219598,Mar-23,1,0
140154,Mar-23,2,0
449106,Mar-23,2,0
927651,Mar-23,1,0
930284,Mar-23,1,0
425341,Mar-23,2,0
566052,Mar-23,1,0
992178,Mar-23,2,0
240179,Mar-23,2,0
673058,Mar-23,1,0
11422,Mar-23,1,0
349294,Mar-23,2,0
397973,Mar-23,2,0
15314,Mar-23,1,0
833557,Mar-23,2,0
337168,Mar-23,1,0
883013,Mar-23,2,0
183929,Mar-23,1,0
361361,Mar-23,2,0
313754,Mar-23,1,0
658389,Mar-23,2,0
491521,Mar-23,2,0
914071,Mar-23,1,0
962054,Mar-23,1,0
532965,Mar-23,1,0
606256,Mar-23,2,0
652118,Mar-23,2,0
925482,Mar-23,1,0
764014,Mar-23,1,0
760684,Mar-23,1,0
937542,Mar-23,2,0
993331,Mar-23,2,0
435929,Mar-23,1,0
697683,Mar-23,1,0
448752,Mar-23,2,0
133542,Mar-23,1,0
492958,Mar-23,1,0
140154,Mar-23,1,0
440875,Mar-23,1,0
951463,Mar-23,1,0
525531,Mar-23,1,0
613942,Mar-23,1,0
784673,Mar-23,1,0
677169,Mar-23,1,0
799459,Mar-23,1,0
992178,Mar-23,1,0
114414,Mar-23,1,0
153019,Mar-23,1,0
669378,Mar-23,1,0
196719,Mar-23,2,0
77308,Mar-23,1,0
462526,Mar-23,1,0
146840,Mar-23,1,0
136533,Mar-23,1,0
714999,Mar-23,2,0
15314,Mar-23,1,0
41853,Mar-23,1,0
741341,Mar-23,2,0
324809,Mar-23,1,0
949818,Mar-23,2,0
291238,Mar-23,2,0
832348,Mar-23,2,0
681063,Mar-23,1,0
378287,Mar-23,1,0
228286,Mar-23,1,0
712003,Mar-23,1,0
712307,Mar-23,1,0
969851,Mar-23,1,0
33955,Mar-23,1,0
623234,Mar-23,1,0
272170,Mar-23,2,0
287070,Mar-23,1,0
679865,Mar-23,1,0
327290,Mar-23,1,0
807452,Mar-23,1,0
18035,Mar-23,1,0
799688,Mar-23,1,0
615545,Mar-23,2,0
6405,Mar-23,2,0
57405,Mar-23,1,0
757274,Mar-23,2,0
425341,Mar-23,1,0
274207,Mar-23,1,0
706112,Mar-23,2,0
851978,Mar-23,1,0
33797,Mar-23,1,0
123983,Mar-23,2,0
669378,Mar-23,1,0
965755,Mar-23,2,0
222892,Mar-23,1,0
516376,Mar-23,2,0
812607,Mar-23,1,0
136533,Mar-23,1,0
714999,Mar-23,1,0
382511,Mar-23,1,0
500633,Mar-23,1,0
799952,Mar-23,1,0
833557,Mar-23,1,0
455083,Mar-23,2,0
361361,Mar-23,1,0
990993,Mar-23,1,0
914071,Mar-23,1,0
481843,Mar-23,1,0
991434,Mar-23,2,0
540618,Mar-23,2,0
60619,Mar-23,2,0
107548,Mar-23,1,0
687218,Mar-23,2,0
194682,Mar-23,1,0
228286,Mar-23,2,0
969851,Mar-23,2,0
33955,Mar-23,1,0
131937,Mar-23,1,0
187399,Mar-23,1,0
721521,Mar-23,1,0
120532,Mar-23,1,0
760684,Mar-23,1,0
354409,Mar-23,1,0
937542,Mar-23,1,0
327290,Mar-23,1,0
739448,Mar-23,1,0
897083,Mar-23,2,0
365133,Mar-23,1,0
133542,Mar-23,2,0
34200,Mar-23,1,0
4452,Mar-23,1,0
120385,Mar-23,1,0
186168,Mar-23,1,0
537274,Mar-23,1,0
613942,Mar-23,2,0
760828,Mar-23,1,0
557908,Mar-23,1,0
33797,Mar-23,2,0
237083,Mar-23,1,0
196719,Mar-23,2,0
349294,Mar-23,2,0
462526,Mar-23,1,0
888807,Mar-23,1,0
500739,Mar-23,1,0
337168,Mar-23,1,0
659290,Mar-23,1,0
602241,Mar-23,1,0
300159,Mar-23,2,0
689769,Mar-23,1,0
945635,Mar-23,2,0
131136,Mar-23,1,0
644847,Mar-23,1,0
747801,Mar-23,1,0
968887,Mar-23,1,0
897083,Mar-23,2,0
473647,Mar-23,2,0
82484,Mar-23,1,0
432617,Mar-23,1,0
566052,Mar-23,1,0
264803,Mar-23,1,0
154179,Mar-23,2,0
39154,Mar-23,1,0
349294,Mar-23,1,0
284460,Mar-23,1,0
654297,Mar-23,2,0
70969,Mar-23,1,0
552883,Mar-23,1,0
952124,Mar-23,2,0
146840,Mar-23,1,0
136533,Mar-23,2,0
880510,Mar-23,1,0
762527,Mar-23,1,0
991434,Mar-23,2,0
319388,Mar-23,1,0
679321,Mar-23,1,0
667163,Mar-23,1,0
513199,Mar-23,2,0
689769,Mar-23,1,0
491314,Mar-23,1,0
652118,Mar-23,1,0
679865,Mar-23,1,0
589812,Mar-23,1,0
9436,Mar-23,2,0
385113,Mar-23,1,0
799688,Mar-23,2,0
492958,Mar-23,1,0
820973,Mar-23,1,0
11422,Mar-23,1,0
14145,Mar-23,2,0
70969,Mar-23,2,0
257719,Mar-23,1,0
455083,Mar-23,1,0
592784,Mar-23,1,0
949818,Mar-23,2,0
690565,Mar-23,1,0
952168,Mar-23,1,0
602241,Mar-23,1,0
481843,Mar-23,2,0
171602,Mar-23,2,0
328457,Mar-23,2,0
712003,Mar-23,1,0
954722,Mar-23,1,0
925482,Mar-23,2,0
611575,Mar-23,2,0
901144,Mar-23,1,0
354409,Mar-23,1,0
317242,Mar-23,2,0
327290,Mar-23,2,0
704868,Mar-23,1,0
18035,Mar-23,1,0
91670,Mar-23,1,0
739534,Mar-23,1,0
385113,Mar-23,1,0
112390,Mar-23,2,0
859361,Mar-23,2,0
492958,Mar-23,1,0
615545,Mar-23,2,0
953175,Mar-23,1,0
120385,Mar-23,2,0
373536,Mar-23,1,0
784673,Mar-23,2,0
26060,Mar-23,2,0
11422,Mar-23,1,0
34186,Mar-23,1,0
478531,Mar-23,1,0
397973,Mar-23,1,0
217710,Mar-23,2,0
146840,Mar-23,2,0
500739,Mar-23,1,0
324809,Mar-23,1,0
563740,Mar-23,1,0
540618,Mar-23,2,0
962591,Mar-23,1,0
687218,Mar-23,1,0
328457,Mar-23,1,0
667163,Mar-23,1,0
365132,Mar-23,1,0
969851,Mar-23,1,0
621677,Mar-23,2,0
306177,Mar-23,2,0
764014,Mar-23,1,0
287070,Mar-23,1,0
679865,Mar-23,1,0
644847,Mar-23,1,0
36412,Mar-23,1,0
365133,Mar-23,2,0
863930,Mar-23,1,0
34200,Mar-23,2,0
256051,Mar-23,1,0
367391,Mar-23,2,0
433521,Mar-23,2,0
661577,Mar-23,2,0
564692,Mar-23,1,0
642612,Mar-23,2,0
613942,Mar-23,1,0
723678,Mar-23,2,0
587645,Mar-23,2,0
851978,Mar-23,2,0
33797,Mar-23,1,0
673058,Mar-23,2,0
11422,Apr-23,1,0
890623,Apr-23,2,0
818990,Apr-23,1,0
552883,Apr-23,1,0
952124,Apr-23,2,0
555121,Apr-23,1,0
376447,Apr-23,2,0
217710,Apr-23,1,0
136533,Apr-23,1,0
67197,Apr-23,1,0
329351,Apr-23,2,0
324809,Apr-23,1,0
659290,Apr-23,1,0
839170,Apr-23,1,0
455083,Apr-23,1,0
487065,Apr-23,2,0
990993,Apr-23,1,0
914071,Apr-23,2,0
481843,Apr-23,1,0
667163,Apr-23,1,0
365132,Apr-23,1,0
689769,Apr-23,2,0
33955,Apr-23,1,0
470449,Apr-23,2,0
954722,Apr-23,1,0
623234,Apr-23,1,0
606256,Apr-23,2,0
652118,Apr-23,2,0
621677,Apr-23,1,0
306177,Apr-23,1,0
692985,Apr-23,1,0
354409,Apr-23,1,0
937542,Apr-23,1,0
287070,Apr-23,1,0
679865,Apr-23,1,0
644847,Apr-23,2,0
36412,Apr-23,2,0
704868,Apr-23,2,0
435929,Apr-23,1,0
336847,Apr-23,2,0
144124,Apr-23,1,0
589812,Apr-23,1,0
604184,Apr-23,1,0
697683,Apr-23,1,0
112390,Apr-23,1,0
672059,Apr-23,2,0
124290,Apr-23,1,0
219598,Apr-23,2,0
449106,Apr-23,1,0
853932,Apr-23,2,0
970529,Apr-23,1,0
927651,Apr-23,1,0
82484,Apr-23,1,0
440875,Apr-23,1,0
585299,Apr-23,1,0
52729,Apr-23,1,0
373536,Apr-23,2,0
564692,Apr-23,1,0
642612,Apr-23,1,0
784673,Apr-23,2,0
425341,Apr-23,1,0
771228,Apr-23,1,0
837480,Apr-23,1,0
799459,Apr-23,1,0
123983,Apr-23,1,0
237083,Apr-23,1,0
154179,Apr-23,1,0
298985,Apr-23,1,0
679284,Apr-23,2,0
669378,Apr-23,1,0
965755,Apr-23,1,0
196719,Apr-23,2,0
847349,Apr-23,2,0
871592,Apr-23,1,0
284460,Apr-23,2,0
70969,Apr-23,2,0
552883,Apr-23,1,0
397973,Apr-23,1,0
555121,Apr-23,1,0
462526,Apr-23,1,0
376447,Apr-23,1,0
146840,Apr-23,2,0
382511,Apr-23,2,0
67197,Apr-23,2,0
741341,Apr-23,2,0
500739,Apr-23,2,0
949818,Apr-23,1,0
361361,Apr-23,2,0
658389,Apr-23,1,0
762527,Apr-23,1,0
832348,Apr-23,1,0
991434,Apr-23,1,0
319388,Apr-23,4,0
687218,Apr-23,1,0
328457,Apr-23,1,0
300159,Apr-23,4,0
561860,Apr-23,1,0
712307,Apr-23,1,0
532965,Apr-23,2,0
969851,Apr-23,2,0
33955,Apr-23,2,0
623234,Apr-23,1,0
131937,Apr-23,1,0
187399,Apr-23,1,0
272170,Apr-23,2,0
901144,Apr-23,2,0
764014,Apr-23,2,0
945635,Apr-23,1,0
354409,Apr-23,1,0
937542,Apr-23,2,0
490602,Apr-23,2,0
287070,Apr-23,1,0
644847,Apr-23,1,0
993331,Apr-23,2,0
704868,Apr-23,1,0
435929,Apr-23,1,0
455755,Apr-23,2,0
91670,Apr-23,2,0
336847,Apr-23,1,0
589812,Apr-23,1,0
677542,Apr-23,1,0
894539,Apr-23,1,0
739534,Apr-23,1,0
473647,Apr-23,1,0
385113,Apr-23,1,0
647462,Apr-23,1,0
34200,Apr-23,1,0
859361,Apr-23,1,0
140154,Apr-23,1,0
366066,Apr-23,2,0
600767,Apr-23,1,0
6405,Apr-23,2,0
853932,Apr-23,2,0
820973,Apr-23,1,0
930284,Apr-23,1,0
4452,Apr-23,1,0
82484,Apr-23,1,0
57405,Apr-23,1,0
951463,Apr-23,2,0
243235,Apr-23,2,0
256783,Apr-23,1,0
525531,Apr-23,1,0
642612,Apr-23,1,0
557908,Apr-23,1,0
799459,Apr-23,2,0
851978,Apr-23,1,0
114414,Apr-23,1,0
153019,Apr-23,2,0
222892,Apr-23,1,0
516376,Apr-23,2,0
39154,Apr-23,2,0
284460,Apr-23,1,0
146840,Apr-23,1,0
136533,Apr-23,2,0
382511,Apr-23,1,0
15314,Apr-23,1,0
880510,Apr-23,1,0
891833,Apr-23,1,0
500739,Apr-23,2,0
833557,Apr-23,2,0
734789,Apr-23,2,0
361361,Apr-23,1,0
658389,Apr-23,1,0
952168,Apr-23,1,0
587420,Apr-23,1,0
991434,Apr-23,2,0
540618,Apr-23,1,0
681063,Apr-23,2,0
118820,Apr-23,2,0
667163,Apr-23,1,0
712307,Apr-23,2,0
962054,Apr-23,2,0
378676,Apr-23,2,0
969851,Apr-23,1,0
470449,Apr-23,1,0
652118,Apr-23,1,0
487931,Apr-23,1,0
120532,Apr-23,2,0
435929,Apr-23,2,0
552496,Apr-23,1,0
455755,Apr-23,1,0
604184,Apr-23,1,0
697683,Apr-23,1,0
894539,Apr-23,2,0
709916,Apr-23,2,0
112390,Apr-23,1,0
490939,Apr-23,2,0
799688,Apr-23,2,0
684939,Apr-23,1,0
51036,Apr-23,1,0
953175,Apr-23,1,0
942001,Apr-23,1,0
120385,Apr-23,2,0
661577,Apr-23,1,0
243235,Apr-23,1,0
186168,Apr-23,1,0
537274,Apr-23,1,0
726958,Apr-23,1,0
425341,Apr-23,2,0
677169,Apr-23,1,0
557908,Apr-23,2,0
587645,Apr-23,2,0
992178,Apr-23,1,0
56589,Apr-23,1,0
26060,Apr-23,1,0
33797,Apr-23,2,0
237083,Apr-23,1,0
673058,Apr-23,1,0
114414,Apr-23,1,0
669378,Apr-23,1,0
196719,Apr-23,2,0
478531,Apr-23,1,0
818990,Apr-23,1,0
654297,Apr-23,1,0
397973,Apr-23,2,0
376447,Apr-23,1,0
888807,Apr-23,1,0
714999,Apr-23,1,0
690565,Apr-23,1,0
961614,Apr-23,1,0
654623,Apr-23,1,0
313754,Apr-23,1,0
832348,Apr-23,2,0
540618,Apr-23,2,0
60619,Apr-23,1,0
107548,Apr-23,2,0
228286,Apr-23,1,0
561860,Apr-23,2,0
712003,Apr-23,2,0
890232,Apr-23,1,0
470449,Apr-23,1,0
606256,Apr-23,1,0
611575,Apr-23,1,0
692985,Apr-23,1,0
901144,Apr-23,1,0
53833,Apr-23,1,0
120532,Apr-23,1,0
945635,Apr-23,1,0
760684,Apr-23,1,0
354409,Apr-23,1,0
131136,Apr-23,1,0
317242,Apr-23,2,0
461804,Apr-23,2,0
94225,Apr-23,2,0
18035,Apr-23,1,0
552496,Apr-23,2,0
91670,Apr-23,2,0
677542,Apr-23,1,0
709916,Apr-23,1,0
365133,Apr-23,2,0
863930,Apr-23,1,0
473647,Apr-23,2,0
753354,Apr-23,1,0
672059,Apr-23,1,0
799688,Apr-23,1,0
859361,Apr-23,1,0
140154,Apr-23,1,0
366066,Apr-23,2,0
820973,Apr-23,1,0
432617,Apr-23,1,0
951463,Apr-23,1,0
256783,Apr-23,2,0
525531,Apr-23,1,0
726958,Apr-23,2,0
566052,Apr-23,2,0
264803,Apr-23,1,0
56589,Apr-23,2,0
33797,Apr-23,2,0
679284,Apr-23,1,0
240179,Apr-23,1,0
673058,Apr-23,1,0
669378,Apr-23,2,0
39154,Apr-23,1,0
34186,Apr-23,1,0
473929,Apr-23,2,0
654297,Apr-23,1,0
818522,Apr-23,1,0
462526,Apr-23,2,0
89084,Apr-23,2,0
67197,Apr-23,1,0
257719,Apr-23,1,0
500739,Apr-23,1,0
500633,Apr-23,2,0
833557,Apr-23,1,0
337168,Apr-23,1,0
659290,Apr-23,1,0
883013,Apr-23,2,0
949818,Apr-23,2,0
961614,Apr-23,1,0
361361,Apr-23,2,0
654623,Apr-23,2,0
313754,Apr-23,2,0
563740,Apr-23,2,0
914071,Apr-23,1,0
567671,Apr-23,2,0
481843,Apr-23,1,0
681063,Apr-23,1,0
679321,Apr-23,1,0
513199,Apr-23,1,0
890232,Apr-23,2,0
532965,Apr-23,1,0
969851,Apr-23,1,0
954722,Apr-23,1,0
652118,Apr-23,1,0
306177,Apr-23,2,0
487931,Apr-23,2,0
901144,Apr-23,1,0
903336,Apr-23,1,0
945635,Apr-23,1,0
354409,Apr-23,2,0
317242,Apr-23,1,0
327290,Apr-23,2,0
451933,Apr-23,1,0
697683,Apr-23,1,0
739534,Apr-23,1,0
739448,Apr-23,2,0
767398,Apr-23,1,0
672059,Apr-23,1,0
803607,Apr-23,2,0
366066,Apr-23,1,0
433521,Apr-23,1,0
440875,Apr-23,1,0
707935,Apr-23,1,0
120385,Apr-23,1,0
131748,Apr-23,1,0
757274,Apr-23,1,0
642612,Apr-23,2,0
784673,Apr-23,1,0
771228,Apr-23,2,0
760828,Apr-23,2,0
451812,Apr-23,2,0
677169,Apr-23,2,0
274207,Apr-23,1,0
706112,Apr-23,1,0
264803,Apr-23,1,0
56589,Apr-23,1,0
444361,Apr-23,1,0
679284,Apr-23,1,0
965755,Apr-23,1,0
516376,Apr-23,1,0
818990,Apr-23,2,0
473929,Apr-23,1,0
952124,Apr-23,1,0
555121,Apr-23,1,0
462526,Apr-23,2,0
146840,Apr-23,1,0
714999,Apr-23,1,0
41853,Apr-23,2,0
798639,Apr-23,1,0
329351,Apr-23,1,0
833557,Apr-23,1,0
